0	0	0	0
0.314159	0.309017	0.309017	0
0.628319	0.587785	0.896802	0.309017
0.942478	0.809017	1.70582	0.896802
1.25664	0.951057	2.65688	1.70582
1.5708	1	3.65688	2.65688
1.88496	0.951056	4.60793	3.65688
2.19911	0.809017	5.41695	4.60793
2.51327	0.587785	6.00473	5.41695
2.82743	0.309017	6.31375	6.00473
3.14159	-8.74228e-08	6.31375	6.31375
3.45575	-0.309017	6.00473	6.31375
3.76991	-0.587785	5.41695	6.00473
4.08407	-0.809017	4.60793	5.41695
4.39823	-0.951056	3.65688	4.60793
4.71239	-1	2.65688	3.65688
5.02655	-0.951056	1.70582	2.65688
5.34071	-0.809017	0.896802	1.70582
5.65487	-0.587785	0.309017	0.896802
5.96903	-0.309017	-2.38419e-07	0.309017
6.28319	1.74846e-07	-6.3573e-08	2.38419e-07
6.59734	0.309017	0.309017	5.96046e-08
6.9115	0.587785	0.896802	0.309017
7.22566	0.809017	1.70582	0.896802
7.53982	0.951057	2.65688	1.70582
7.85398	1	3.65688	2.65688
8.16814	0.951056	4.60793	3.65688
8.4823	0.809017	5.41695	4.60793
8.79646	0.587785	6.00473	5.41695
9.11062	0.309017	6.31375	6.00473
9.42478	-2.38498e-08	6.31375	6.31375
9.73894	-0.309017	6.00473	6.31375
10.0531	-0.587785	5.41695	6.00473
10.3673	-0.809017	4.60793	5.41695
10.6814	-0.951056	3.65688	4.60793
10.9956	-1	2.65688	3.65688
11.3097	-0.951057	1.70582	2.65688
11.6239	-0.809017	0.896802	1.70582
11.9381	-0.587785	0.309017	0.896802
12.2522	-0.309017	1.49012e-07	0.309017
12.5664	3.49691e-07	4.98703e-07	1.49012e-07
12.8805	0.309017	0.309017	5.06639e-07
13.1947	0.587785	0.896802	0.309017
13.5088	0.809017	1.70582	0.896802
13.823	0.951056	2.65688	1.70582
14.1372	1	3.65688	2.65688
14.4513	0.951056	4.60793	3.65688
14.7655	0.809017	5.41695	4.60793
15.0796	0.587785	6.00473	5.41695
15.3938	0.309017	nan	nan
