267.099	-18
267.112	-10.0007
267.124	-9.00136
267.136	-15.002
267.149	-17.0027
267.161	-14.0034
267.174	-7.00407
267.186	-5.00475
267.198	-2.00543
267.211	-14.0061
267.223	-9.00678
267.236	-12.0075
267.248	-15.0081
267.26	-7.00882
267.273	-9.0095
267.285	-14.0102
267.297	-9.01085
267.31	-13.0115
267.322	-9.01221
267.335	-10.0129
267.347	-6.01357
267.359	-15.0142
267.372	-10.0149
267.384	-15.0156
267.396	-7.01628
267.409	-9.01696
267.421	-17.0176
267.434	-14.0183
267.446	-7.01899
267.458	-8.01967
267.471	-14.0204
267.483	-10.021
267.495	-3.02171
267.508	-9.02239
267.52	-10.0231
267.533	-10.0237
267.545	-10.0244
267.557	-15.0251
267.57	-16.0258
267.582	-13.0265
267.594	-15.0271
267.607	-14.0278
267.619	-10.0285
267.632	-8.02917
267.644	-17.0298
267.656	-14.0305
267.669	-16.0312
267.681	-5.03188
267.693	-10.0326
267.706	-13.0332
267.718	-13.0339
267.731	-10.0346
267.743	-14.0353
267.755	-13.036
267.768	-11.0366
267.78	-9.03731
267.792	-9.03799
267.805	-7.03867
267.817	-11.0393
267.829	-13.04
267.842	-5.0407
267.854	-13.0414
267.867	-16.0421
267.879	-7.04274
267.891	-11.0434
267.904	-16.0441
267.916	-13.0448
267.928	-14.0454
267.941	-12.0461
267.953	-4.04681
267.966	-6.04748
267.978	-10.0482
267.99	-10.0488
268.003	-5.04952
268.015	-9.0502
268.027	-10.0509
268.04	-7.05155
268.052	-11.0522
268.065	-4.05291
268.077	-11.0536
268.089	-11.0543
268.102	-11.0549
268.114	-14.0556
268.126	-16.0563
268.139	-4.05698
268.151	-11.0577
268.163	-10.0583
268.176	-15.059
268.188	-5.05969
268.201	-15.0604
268.213	-12.0611
268.225	-7.06173
268.238	-4.06241
268.25	-11.0631
268.262	-11.0638
268.275	-9.06444
268.287	-20.0651
268.299	-0.0657991
268.312	-7.06648
268.324	-6.06716
268.337	-8.06783
268.349	-4.06851
268.361	-6.06919
268.374	-4.06987
268.386	-16.0705
268.398	-13.0712
268.411	-13.0719
268.423	-15.0726
268.435	-3.07326
268.448	-8.07394
268.46	-11.0746
268.473	-8.0753
268.485	-9.07597
268.497	-19.0767
268.51	-15.0773
268.522	-10.078
268.534	-7.07869
268.547	-13.0794
268.559	-14.08
268.571	-15.0807
268.584	-11.0814
268.596	-8.08208
268.609	-12.0828
268.621	-4.08344
268.633	-18.0841
268.646	-14.0848
268.658	-13.0855
268.67	-4.08615
268.683	-18.0868
268.695	-16.0875
268.707	-2.08818
268.72	0.911137
268.732	-15.0895
268.744	-7.09022
268.757	-14.0909
268.769	-10.0916
268.782	-5.09225
268.794	-5.09293
268.806	-12.0936
268.819	-13.0943
268.831	-7.09497
268.843	-14.0956
268.856	-13.0963
268.868	-16.097
268.88	-11.0977
268.893	-11.0984
268.905	-2.09904
268.917	-9.09972
268.93	-10.1004
268.942	-11.1011
268.955	-9.10175
268.967	-12.1024
268.979	-6.10311
268.992	-7.10379
269.004	-13.1045
269.016	-7.10514
269.029	-4.10582
269.041	-9.1065
269.053	-11.1072
269.066	-18.1079
269.078	-14.1085
269.09	-12.1092
269.103	-8.10989
269.115	-8.11057
269.127	-9.11125
269.14	-2.11193
269.152	-13.1126
269.165	-12.1133
269.177	-10.114
269.189	-12.1146
269.202	-4.11532
269.214	-8.116
269.226	-4.11667
269.239	-10.1174
269.251	-14.118
269.263	-20.1187
269.276	-12.1194
269.288	-5.12007
269.3	-15.1207
269.313	-9.12142
269.325	-10.1221
269.337	-12.1228
269.35	-8.12346
269.362	-19.1241
269.374	-14.1248
269.387	-16.1255
269.399	-16.1262
269.412	-11.1269
269.424	-9.12753
269.436	-3.12821
269.449	-4.12888
269.461	-10.1296
269.473	-13.1302
269.486	-10.1309
269.498	-13.1316
269.51	-4.13228
269.523	-14.133
269.535	-6.13363
269.547	-11.1343
269.56	-18.135
269.572	-15.1357
269.584	-14.1363
269.597	-12.137
269.609	-11.1377
269.621	-7.13838
269.634	-13.1391
269.646	-8.13974
269.658	-10.1404
269.671	-8.1411
269.683	-7.14177
269.695	-11.1425
269.708	-10.1431
269.72	-13.1438
269.733	-19.1445
269.745	-7.14516
269.757	-10.1458
269.77	-9.14652
269.782	-7.1472
269.794	-12.1479
269.807	-8.14856
269.819	-9.14923
269.831	-6.14991
269.844	-10.1506
269.856	-14.1513
269.868	-8.15195
269.881	-7.15263
269.893	-7.15331
269.905	-11.154
269.918	-9.15466
269.93	-12.1553
269.942	-2.15602
269.955	-8.1567
269.967	-11.1574
269.979	-18.1581
269.992	-5.15873
270.004	-3.15941
270.016	-12.1601
270.029	-9.16077
