0.314159	0.309017
0.628319	0.587785
0.942478	0.809017
1.25664	0.951056
1.5708	1
1.88496	0.951058
2.19911	0.809014
2.51327	0.587782
2.82743	0.309014
3.14159	-2.65344e-06
3.45575	-0.309019
3.76991	-0.587786
4.08407	-0.809017
4.39823	-0.951057
4.71239	-1
5.02655	-0.951058
5.34071	-0.809018
5.65487	-0.587788
5.96903	-0.309021
6.28319	-4.69265e-06
6.59734	0.309021
6.9115	0.587788
7.22566	0.809019
7.53982	0.951058
7.85398	1
8.16814	0.951057
8.4823	0.809017
8.79646	0.587785
9.11062	0.309018
9.42478	2.03911e-06
9.73894	-0.309014
10.0531	-0.587782
10.3673	-0.808991
10.6814	-0.951062
10.9956	-1
11.3097	-0.951047
11.6239	-0.809021
11.9381	-0.587824
12.2522	-0.309006
12.5664	-2.9385e-05
12.8805	0.309045
13.1947	0.587776
13.5088	0.809045
13.823	0.951059
14.1372	1
14.4513	0.951049
14.7655	0.809026
15.0796	0.587749
15.3938	0.309013
15.708	3.67332e-05
16.0221	-0.309038
16.3363	-0.58777
16.6504	-0.809041
16.9646	-0.951057
17.2788	-1
17.5929	-0.951051
17.9071	-0.80903
18.2212	-0.587755
18.5354	-0.30902
18.8496	-4.40799e-05
19.1637	0.309031
19.4779	0.587764
19.792	0.809037
20.1062	0.951055
20.4204	1
20.7345	0.951053
21.0487	0.809034
21.3628	0.587761
21.677	0.309027
21.9911	-4.85767e-05
22.3053	-0.309024
22.6195	-0.587758
22.9336	-0.809033
23.2478	-0.951053
23.5619	-1
23.8761	-0.951056
24.1903	-0.809038
24.5044	-0.587767
24.8186	-0.309034
25.1327	4.123e-05
25.4469	0.309017
25.7611	0.587752
26.0752	0.809028
26.3894	0.95105
26.7035	1
27.0177	0.951058
27.3319	0.809043
27.646	0.587773
27.9602	0.309041
28.2743	-3.38834e-05
28.5885	-0.30901
28.9027	-0.587747
29.2168	-0.809024
29.531	-0.951048
29.8451	-1
30.1593	-0.95106
30.4734	-0.808988
30.7876	-0.587779
31.1018	-0.309048
